@relation trainingData

@attribute text string
@attribute sentiment_class {positive,negative}

@data
'Јуче, у Коларцу, деца су могла да испробају инструменте, каже један отац сину(6):\n,,Пази шта радиш, да не изађеш у новинама.\"\n\n#NocMuzeja',positive
'USERNAME  USERNAME  ........сузе...а у прву је човек, него ја никог не отпраћам, ја га доведем до лудила да он мене отпрати....',positive
'Бугарски и лгбт знамиња. Полна душичка  #протестирам #збогумникола',positive
'USERNAME  ...Бориславе, понела те атмосфера због тениса...искулирај, части ти....',positive
'Онтон до компа добралсо ',positive
'USERNAME  којекуде ',positive
'Лазаревик гостин во бугарска телевизија - јавноста изненадена од течниот бугарски, a ја знам да причам и српски  URL',positive
'USERNAME  је ли писмо латиницом или ћирилицом? ',positive
'USERNAME  нећу, нисам толико гованце  и ово је много',positive
' Монолог к афронту',positive
'USERNAME  Уопште није грешка. ',positive
'USERNAME  како си преживео овај последњи шут? ',positive
'Ланчана реакција ',positive
'Муфљуз   USERNAME ',positive
'USERNAME  потполно, исто мислење делиме ',positive
'Шта је ово само 2 сата пре почетка дербија а USERNAME   нам се не јавља из Пионира. ',positive
'.USERNAME  Ми да знамо одавно би били краљевина! ',positive
'Италијани видели Срби рехабилитовали Дражу па извадили из архиве четничку верзију химне Боже правде. ',positive
'USERNAME  зли језицо би рекли да сам ја баксуз ',positive
'Однако, радуга \nSmile',positive
'USERNAME  USERNAME  \n\"Дође ђаво у виду човјека\nПред свачију кућу залелека\nТо не био ни ђаво, ни враже\nНего Моша Пијаде се каже\" ',positive
'USERNAME  ...не, он јесте имбецил, али мислим да ће Крунски Савет да му ,,нежно,, објасни ,,таштину празнине,,...',positive
'бара-бара-бара\nбери..\n оце тема ',positive
'Не видех како је Ноле отпевао тај део ',positive
'Нису ни ови Италијани мутави, стара верзија химне - \"србског краља, србски род\", у складу са последњим дешавањима.  #Рим',positive
'USERNAME  мене ми личеа на околу 17, 475 округло. ',positive
'USERNAME  је импресионирао игром и обраћањем на перфектном италијанском. Италијани су га наградили интонирањем химне Краљевине Србије. ',positive
